round_id,timestamp,player_id,team,event_type,x,y
1,108,Player_7,DEF,Death,487.87,397.66
1,108,Player_2,ATK,Kill,698.53,809.4
1,108,Player_8,DEF,Utility,612.55,782.25
1,109,Player_1,ATK,Utility,401.38,389.3
1,109,Player_6,DEF,Utility,676.81,534.86
1,109,Player_7,DEF,Death,805.33,900.94
1,109,Player_3,ATK,Kill,403.05,523.27
1,109,Player_4,ATK,Kill,441.51,535.75
1,110,Player_7,DEF,Move,256.11,491.56
1,110,Player_5,ATK,Kill,523.44,531.08
1,110,Player_8,DEF,Move,323.3,180.78
1,111,Player_6,DEF,Move,487.15,406.34
1,111,Player_10,DEF,Kill,506.46,542.69
1,111,Player_5,ATK,Death,530.77,446.87
1,112,Player_2,ATK,Kill,243.47,180.05
1,112,Player_10,DEF,Move,12.0,203.0
1,112,Player_8,DEF,Kill,171.37,246.48
1,112,Player_5,ATK,Kill,259.04,246.79
1,112,Player_5,ATK,Death,510.9,540.53
1,112,Player_8,DEF,Kill,876.24,760.16
1,113,Player_4,ATK,Death,472.94,442.44
1,113,Player_9,DEF,Utility,729.6,964.22
1,113,Player_1,ATK,Kill,737.94,826.61
1,113,Player_2,ATK,Kill,190.98,174.19
1,113,Player_10,DEF,Death,477.39,440.65
1,113,Player_10,DEF,Utility,322.0,4.0
1,113,Player_7,DEF,Utility,116.0,927.0
1,113,Player_10,DEF,Move,470.76,480.55
1,114,Player_5,ATK,Kill,542.4,482.01
1,114,Player_1,ATK,Kill,483.12,513.46
1,114,Player_5,ATK,Kill,511.18,516.31
1,114,Player_7,DEF,Kill,172.66,168.75
1,114,Player_5,ATK,Utility,383.01,468.72
1,115,Player_7,DEF,Move,436.27,449.02
1,115,Player_9,DEF,Death,845.68,820.11
1,115,Player_7,DEF,Death,206.87,173.73
1,115,Player_4,ATK,Move,194.62,315.47
1,115,Player_3,ATK,Death,764.79,818.25
1,115,Player_10,DEF,Kill,506.87,528.9
1,115,Player_1,ATK,Utility,358.0,891.0
1,115,Player_2,ATK,Death,764.61,771.12
1,115,Player_9,DEF,Kill,866.56,773.89
1,115,Player_9,DEF,Utility,202.14,211.75
1,116,Player_4,ATK,Utility,643.39,646.86
1,116,Player_2,ATK,Kill,841.15,788.78
1,116,Player_6,DEF,Move,657.1,408.85
1,116,Player_1,ATK,Death,154.33,167.29
1,116,Player_6,DEF,Utility,209.09,298.84
1,116,Player_10,DEF,Utility,174.12,256.16
1,117,Player_6,DEF,Move,670.72,614.32
1,117,Player_9,DEF,Kill,142.14,329.03
1,118,Player_4,ATK,Utility,99.0,27.0
1,119,Player_3,ATK,Move,784.69,784.59
1,119,Player_8,DEF,Death,239.14,220.46
1,119,Player_5,ATK,Kill,804.67,893.48
1,120,Player_2,ATK,Move,677.1,580.79
1,120,Player_6,DEF,Utility,64.38,120.89
1,120,Player_7,DEF,Utility,342.1,546.89
1,120,Player_2,ATK,Kill,132.32,229.61
1,121,Player_6,DEF,Move,782.0,691.0
1,121,Player_6,DEF,Move,340.0,524.0
1,121,Player_8,DEF,Death,536.17,421.41
1,121,Player_10,DEF,Utility,475.23,497.18
1,121,Player_1,ATK,Move,486.12,423.78
1,122,Player_3,ATK,Move,306.0,645.0
1,122,Player_4,ATK,Utility,773.77,906.41
1,122,Player_1,ATK,Kill,245.62,191.82
1,122,Player_1,ATK,Utility,171.98,108.55
1,123,Player_3,ATK,Kill,150.42,250.77
1,123,Player_2,ATK,Move,1000.0,366.0
1,123,Player_8,DEF,Utility,191.51,222.63
1,123,Player_1,ATK,Move,345.0,288.0
1,123,Player_1,ATK,Move,825.69,859.65
1,123,Player_6,DEF,Utility,573.86,475.81
1,123,Player_2,ATK,Move,829.47,733.89
1,123,Player_4,ATK,Death,873.0,847.39
1,123,Player_8,DEF,Utility,415.81,624.31
1,123,Player_6,DEF,Utility,738.4,807.2
1,124,Player_6,DEF,Utility,947.0,399.0
1,124,Player_8,DEF,Move,699.65,628.56
1,124,Player_10,DEF,Move,75.0,116.0
1,124,Player_5,ATK,Death,475.58,559.75
1,124,Player_5,ATK,Utility,241.0,306.0
1,124,Player_10,DEF,Utility,140.71,0.0
1,124,Player_6,DEF,Kill,781.32,776.59
1,125,Player_9,DEF,Kill,506.72,469.62
1,125,Player_3,ATK,Utility,442.54,661.51
1,125,Player_10,DEF,Death,531.56,484.89
1,125,Player_3,ATK,Move,181.84,277.35
1,126,Player_7,DEF,Death,224.28,111.11
1,126,Player_4,ATK,Death,538.82,483.33
1,127,Player_3,ATK,Kill,190.08,107.91
1,127,Player_1,ATK,Kill,817.24,781.72
1,127,Player_3,ATK,Kill,181.4,221.58
1,128,Player_6,DEF,Kill,126.52,97.09
1,128,Player_3,ATK,Utility,397.64,558.03
1,128,Player_5,ATK,Utility,685.37,792.02
1,128,Player_1,ATK,Kill,219.6,199.25
1,128,Player_5,ATK,Kill,505.52,528.32
1,128,Player_7,DEF,Utility,219.69,487.21
1,129,Player_5,ATK,Utility,31.0,596.0
1,129,Player_1,ATK,Kill,471.88,447.71
1,129,Player_2,ATK,Death,503.92,501.45
1,129,Player_7,DEF,Move,186.59,96.7
1,129,Player_7,DEF,Utility,265.0,61.0
1,130,Player_1,ATK,Kill,581.21,493.42
1,130,Player_6,DEF,Kill,156.09,188.33
1,130,Player_10,DEF,Death,199.87,130.13
1,130,Player_1,ATK,Move,823.0,854.0
1,130,Player_1,ATK,Kill,734.41,788.64
1,130,Player_6,DEF,Utility,620.0,921.0
1,130,Player_8,DEF,Kill,870.59,795.95
1,131,Player_8,DEF,Utility,625.66,563.01
1,131,Player_2,ATK,Kill,740.17,855.6
1,131,Player_7,DEF,Utility,568.72,551.11
1,131,Player_9,DEF,Death,166.57,94.51
1,131,Player_4,ATK,Kill,825.74,909.06
1,131,Player_4,ATK,Move,433.4,566.75
1,132,Player_7,DEF,Utility,371.68,480.4
1,132,Player_5,ATK,Death,267.63,182.33
1,132,Player_8,DEF,Death,573.36,470.23
1,133,Player_7,DEF,Utility,279.26,160.51
1,133,Player_8,DEF,Move,302.23,242.31
1,133,Player_10,DEF,Kill,158.8,164.0
1,133,Player_10,DEF,Kill,162.32,259.97
1,133,Player_6,DEF,Death,521.89,378.66
1,133,Player_10,DEF,Kill,750.07,806.27
1,133,Player_6,DEF,Kill,370.99,474.81
1,134,Player_9,DEF,Kill,125.5,216.59
1,134,Player_9,DEF,Kill,238.38,205.27
1,134,Player_8,DEF,Move,716.8,552.29
1,134,Player_3,ATK,Kill,801.42,784.78
1,134,Player_9,DEF,Utility,266.79,329.22
1,134,Player_7,DEF,Kill,561.52,596.45
1,134,Player_6,DEF,Kill,498.93,589.71
1,135,Player_3,ATK,Death,517.94,592.82
1,135,Player_2,ATK,Kill,743.04,816.93
1,135,Player_9,DEF,Utility,77.95,175.86
1,135,Player_10,DEF,Move,423.61,275.53
1,135,Player_9,DEF,Kill,801.16,722.16
1,135,Player_10,DEF,Utility,624.48,576.46
1,136,Player_2,ATK,Death,543.72,536.8
1,136,Player_10,DEF,Utility,446.48,490.27
1,136,Player_2,ATK,Move,761.0,538.0
1,136,Player_10,DEF,Kill,189.41,175.4
1,136,Player_7,DEF,Death,913.95,797.04
1,136,Player_9,DEF,Kill,539.84,442.67
1,137,Player_3,ATK,Move,174.0,458.0
1,137,Player_4,ATK,Utility,445.0,545.0
1,137,Player_4,ATK,Death,168.09,144.82
1,138,Player_8,DEF,Move,464.11,519.97
1,138,Player_5,ATK,Utility,921.0,525.0
1,138,Player_8,DEF,Kill,824.12,827.9
1,139,Player_6,DEF,Kill,796.85,793.69
1,139,Player_7,DEF,Move,218.0,30.0
1,139,Player_7,DEF,Kill,551.14,526.63
1,139,Player_3,ATK,Utility,639.82,457.61
1,139,Player_3,ATK,Utility,319.56,615.67
1,139,Player_2,ATK,Death,405.56,539.99
1,139,Player_1,ATK,Move,570.0,7.0
1,140,Player_5,ATK,Move,36.0,591.0
1,140,Player_6,DEF,Kill,612.62,540.77
1,140,Player_10,DEF,Move,24.0,284.0
1,140,Player_3,ATK,Move,400.22,573.94
1,140,Player_9,DEF,Kill,477.8,402.12
1,141,Player_10,DEF,Kill,549.39,508.13
1,141,Player_8,DEF,Move,650.84,596.68
1,141,Player_6,DEF,Move,258.71,155.59
1,142,Player_7,DEF,Move,289.88,397.61
1,143,Player_8,DEF,Utility,224.0,572.0
1,143,Player_6,DEF,Death,251.24,235.13
1,143,Player_2,ATK,Death,830.28,727.39
1,143,Player_10,DEF,Kill,448.71,530.84
1,143,Player_9,DEF,Kill,450.25,492.31
1,144,Player_5,ATK,Utility,790.58,853.66
1,144,Player_9,DEF,Death,469.77,498.49
1,144,Player_8,DEF,Kill,790.24,792.96
1,144,Player_4,ATK,Move,708.21,572.73
1,144,Player_4,ATK,Death,561.16,556.06
1,145,Player_7,DEF,Move,562.0,682.0
1,145,Player_10,DEF,Death,805.9,741.3
1,145,Player_7,DEF,Move,558.96,481.95
1,145,Player_6,DEF,Death,191.33,272.55
1,145,Player_9,DEF,Utility,254.0,434.0
1,145,Player_8,DEF,Death,203.41,100.2
1,146,Player_3,ATK,Utility,531.83,563.96
1,146,Player_5,ATK,Move,830.04,696.17
1,146,Player_2,ATK,Utility,487.27,448.41
1,146,Player_8,DEF,Kill,199.82,174.03
1,146,Player_4,ATK,Kill,788.54,797.99
1,147,Player_10,DEF,Kill,485.52,539.68
1,147,Player_6,DEF,Utility,631.53,554.3
1,147,Player_3,ATK,Move,451.98,395.33
1,147,Player_7,DEF,Utility,111.0,970.0
1,148,Player_4,ATK,Move,444.71,302.17
1,148,Player_1,ATK,Kill,220.28,214.04
1,148,Player_6,DEF,Kill,546.74,547.72
1,148,Player_2,ATK,Kill,514.83,490.19
1,148,Player_7,DEF,Death,466.92,440.97
1,149,Player_2,ATK,Utility,710.5,693.07
1,149,Player_5,ATK,Utility,747.61,742.66
1,149,Player_4,ATK,Kill,554.31,497.61
1,150,Player_5,ATK,Move,445.46,309.09
1,150,Player_8,DEF,Move,496.83,557.75
1,151,Player_5,ATK,Kill,590.81,495.89
1,151,Player_10,DEF,Death,521.48,441.07
1,151,Player_4,ATK,Utility,932.57,863.3
1,152,Player_1,ATK,Death,209.77,221.98
1,152,Player_7,DEF,Move,774.07,904.06
1,152,Player_10,DEF,Move,94.85,277.72
1,152,Player_6,DEF,Move,394.94,512.28
1,152,Player_7,DEF,Death,170.01,148.16
1,152,Player_4,ATK,Death,780.53,782.26
1,152,Player_10,DEF,Kill,480.42,542.22
1,154,Player_7,DEF,Death,761.44,824.48
1,154,Player_8,DEF,Kill,202.32,211.82
1,154,Player_10,DEF,Utility,171.41,309.45
1,154,Player_4,ATK,Death,702.45,903.23
1,154,Player_2,ATK,Utility,710.7,887.28
1,154,Player_7,DEF,Death,226.67,221.59
1,155,Player_7,DEF,Move,98.0,802.0
1,155,Player_6,DEF,Death,907.37,875.69
1,155,Player_4,ATK,Move,650.33,632.04
1,156,Player_3,ATK,Move,432.64,512.71
1,156,Player_2,ATK,Kill,450.66,545.22
1,156,Player_2,ATK,Death,119.93,223.25
1,156,Player_7,DEF,Utility,249.0,946.0
1,156,Player_6,DEF,Utility,736.42,761.3
1,156,Player_10,DEF,Utility,355.85,412.01
1,156,Player_2,ATK,Kill,274.34,130.22
1,157,Player_8,DEF,Move,732.65,453.95
1,157,Player_8,DEF,Utility,187.45,186.36
1,158,Player_7,DEF,Move,728.0,643.0
1,158,Player_6,DEF,Move,54.0,375.0
1,158,Player_1,ATK,Utility,543.8,360.09
1,158,Player_3,ATK,Utility,395.74,558.48
1,158,Player_8,DEF,Move,0.0,313.71
1,158,Player_6,DEF,Death,181.6,262.6
1,158,Player_2,ATK,Death,182.06,265.45
1,158,Player_2,ATK,Utility,646.0,31.0
1,158,Player_2,ATK,Kill,505.53,457.03
1,159,Player_8,DEF,Death,832.23,792.32
1,159,Player_7,DEF,Death,850.75,661.24
1,159,Player_10,DEF,Kill,712.97,795.05
1,159,Player_8,DEF,Utility,268.0,489.0
1,159,Player_1,ATK,Move,692.95,621.18
1,159,Player_9,DEF,Death,488.19,471.46
1,159,Player_5,ATK,Utility,364.81,324.79
1,159,Player_7,DEF,Move,725.0,229.0
1,159,Player_9,DEF,Move,221.0,919.0
1,159,Player_5,ATK,Kill,198.39,230.47
1,159,Player_6,DEF,Kill,513.23,474.0
1,159,Player_6,DEF,Move,518.0,812.0
1,159,Player_2,ATK,Move,321.86,251.44
1,159,Player_10,DEF,Move,382.0,675.0
1,160,Player_2,ATK,Death,451.91,488.76
1,160,Player_5,ATK,Move,573.88,468.56
1,160,Player_7,DEF,Utility,630.09,849.67
1,160,Player_7,DEF,Move,21.99,224.01
1,160,Player_1,ATK,Death,218.44,147.23
1,160,Player_3,ATK,Kill,781.0,853.3
1,161,Player_9,DEF,Kill,754.0,801.57
1,161,Player_3,ATK,Death,412.88,532.88
1,161,Player_10,DEF,Kill,135.75,161.77
1,161,Player_5,ATK,Utility,256.2,503.71
1,161,Player_2,ATK,Death,253.43,204.55
1,161,Player_1,ATK,Utility,886.0,706.0
1,161,Player_10,DEF,Death,212.75,159.71
1,161,Player_8,DEF,Utility,976.0,320.0
1,161,Player_2,ATK,Kill,179.71,115.34
1,161,Player_4,ATK,Utility,263.87,329.11
1,161,Player_5,ATK,Kill,234.52,311.84
1,161,Player_2,ATK,Utility,74.35,186.78
1,161,Player_3,ATK,Move,611.68,352.77
1,162,Player_5,ATK,Death,178.92,155.4
1,162,Player_10,DEF,Move,416.0,457.0
1,162,Player_8,DEF,Utility,914.0,38.0
1,162,Player_6,DEF,Kill,782.61,836.38
1,163,Player_9,DEF,Move,190.84,297.51
1,163,Player_9,DEF,Move,706.0,349.0
1,163,Player_10,DEF,Move,849.0,642.0
1,163,Player_4,ATK,Move,554.0,894.0
1,163,Player_2,ATK,Kill,548.11,432.86
1,163,Player_8,DEF,Death,713.4,785.85
1,163,Player_10,DEF,Death,256.14,148.3
1,163,Player_5,ATK,Move,336.63,444.21
1,164,Player_5,ATK,Kill,711.71,777.64
1,164,Player_1,ATK,Death,806.28,782.86
1,164,Player_5,ATK,Death,187.88,265.59
1,164,Player_6,DEF,Death,174.96,230.51
1,164,Player_6,DEF,Kill,206.14,241.11
1,164,Player_8,DEF,Death,783.83,835.83
1,165,Player_8,DEF,Move,126.54,87.26
1,165,Player_9,DEF,Death,232.24,211.7
1,165,Player_3,ATK,Kill,550.61,454.09
1,165,Player_2,ATK,Move,900.0,772.0
1,165,Player_2,ATK,Utility,324.88,445.94
1,165,Player_2,ATK,Death,235.84,208.19
1,166,Player_5,ATK,Utility,205.0,541.0
1,166,Player_5,ATK,Move,408.0,799.0
1,166,Player_5,ATK,Utility,680.82,860.88
1,166,Player_4,ATK,Kill,427.17,416.14
1,166,Player_7,DEF,Move,192.3,257.72
1,166,Player_6,DEF,Move,935.19,739.09
1,167,Player_9,DEF,Move,759.0,111.0
1,167,Player_8,DEF,Utility,764.0,242.0
1,167,Player_3,ATK,Kill,561.7,601.63
1,167,Player_1,ATK,Utility,739.03,938.91
1,168,Player_5,ATK,Utility,782.92,874.06
1,168,Player_3,ATK,Kill,894.38,801.31
1,168,Player_8,DEF,Utility,686.42,646.79
1,168,Player_2,ATK,Utility,170.84,276.38
1,168,Player_1,ATK,Kill,880.36,735.34
1,168,Player_5,ATK,Death,445.1,488.16
1,169,Player_4,ATK,Move,191.95,217.73
1,169,Player_2,ATK,Move,996.0,677.0
1,169,Player_7,DEF,Death,533.2,520.51
1,169,Player_9,DEF,Utility,795.0,597.0
1,169,Player_9,DEF,Death,252.68,222.73
1,169,Player_2,ATK,Kill,504.48,528.83
1,169,Player_5,ATK,Move,826.0,352.0
1,169,Player_8,DEF,Utility,97.74,236.7
1,169,Player_4,ATK,Move,493.51,558.17
1,170,Player_7,DEF,Kill,221.16,174.1
1,170,Player_3,ATK,Utility,719.0,892.0
1,170,Player_2,ATK,Kill,203.43,139.97
1,170,Player_9,DEF,Death,165.28,227.05
1,170,Player_2,ATK,Death,96.7,246.0
1,170,Player_2,ATK,Death,809.41,757.26
1,170,Player_6,DEF,Kill,231.76,229.47
1,170,Player_8,DEF,Utility,879.69,697.65
1,170,Player_8,DEF,Death,424.05,512.32
1,170,Player_3,ATK,Kill,781.59,838.59
1,171,Player_1,ATK,Move,514.4,348.44
1,171,Player_8,DEF,Move,664.37,615.3
1,171,Player_2,ATK,Utility,766.46,592.05
1,171,Player_2,ATK,Utility,151.53,198.75
1,171,Player_1,ATK,Kill,539.25,509.46
1,172,Player_10,DEF,Kill,558.5,446.55
1,172,Player_1,ATK,Utility,852.0,918.0
1,172,Player_7,DEF,Utility,718.51,537.7
1,172,Player_10,DEF,Move,559.96,705.15
1,172,Player_10,DEF,Kill,785.67,857.73
1,172,Player_7,DEF,Utility,243.0,377.0
1,173,Player_7,DEF,Utility,716.71,936.87
1,173,Player_2,ATK,Kill,867.13,723.2
1,174,Player_9,DEF,Kill,261.66,234.54
1,174,Player_3,ATK,Kill,148.55,179.47
1,175,Player_1,ATK,Death,544.72,430.98
1,175,Player_3,ATK,Utility,438.64,462.24
1,175,Player_6,DEF,Utility,631.25,606.64
1,176,Player_4,ATK,Move,255.56,326.63
1,176,Player_5,ATK,Kill,233.52,238.82
1,176,Player_8,DEF,Kill,264.12,233.69
1,177,Player_10,DEF,Move,755.0,997.0
1,177,Player_2,ATK,Move,560.13,361.89
1,177,Player_10,DEF,Utility,791.39,499.62
1,177,Player_6,DEF,Utility,900.96,721.61
1,177,Player_10,DEF,Death,237.34,176.62
1,177,Player_9,DEF,Death,481.18,630.65
1,178,Player_8,DEF,Utility,351.38,437.31
1,178,Player_3,ATK,Death,148.46,208.63
1,178,Player_2,ATK,Utility,83.22,200.06
1,178,Player_1,ATK,Kill,233.01,57.33
1,179,Player_7,DEF,Death,217.41,204.46
1,179,Player_9,DEF,Move,373.7,436.21
1,179,Player_8,DEF,Utility,210.91,192.92
1,179,Player_1,ATK,Kill,235.49,92.45
1,180,Player_9,DEF,Move,484.0,113.0
1,180,Player_5,ATK,Utility,548.07,570.5
1,180,Player_1,ATK,Move,755.0,710.0
1,180,Player_5,ATK,Kill,498.8,487.55
1,180,Player_8,DEF,Utility,767.47,666.02
1,181,Player_3,ATK,Move,649.37,607.8
1,181,Player_10,DEF,Utility,446.27,525.52
1,181,Player_5,ATK,Death,238.1,187.37
1,182,Player_5,ATK,Move,242.22,266.16
1,182,Player_6,DEF,Move,177.48,227.43
1,182,Player_9,DEF,Utility,601.5,498.28
1,182,Player_10,DEF,Death,509.13,453.36
1,182,Player_6,DEF,Move,648.27,685.07
1,183,Player_8,DEF,Utility,573.0,441.0
1,183,Player_1,ATK,Utility,473.39,491.53
1,183,Player_5,ATK,Move,730.8,853.29
1,184,Player_5,ATK,Move,717.0,590.0
1,184,Player_9,DEF,Kill,291.94,210.5
1,184,Player_6,DEF,Kill,200.03,279.42
1,184,Player_3,ATK,Utility,284.98,444.33
1,184,Player_4,ATK,Utility,393.47,344.3
1,184,Player_10,DEF,Move,269.12,138.85
1,184,Player_5,ATK,Kill,233.79,164.27
1,184,Player_1,ATK,Move,544.46,587.92
1,185,Player_9,DEF,Kill,177.52,188.05
1,185,Player_3,ATK,Kill,57.96,200.2
1,185,Player_6,DEF,Death,234.04,243.57
1,185,Player_2,ATK,Move,597.81,478.17
1,185,Player_7,DEF,Move,398.99,398.99
1,186,Player_7,DEF,Kill,260.24,169.4
1,186,Player_10,DEF,Kill,784.92,811.67
1,186,Player_4,ATK,Move,968.88,601.45
1,186,Player_6,DEF,Utility,174.7,317.56
1,186,Player_9,DEF,Utility,319.4,239.82
1,186,Player_6,DEF,Move,575.0,772.0
1,186,Player_8,DEF,Kill,495.26,589.19
1,187,Player_9,DEF,Death,498.94,405.53
1,187,Player_1,ATK,Death,166.18,221.27
1,187,Player_9,DEF,Utility,416.72,522.57
1,188,Player_9,DEF,Death,193.23,245.43
1,188,Player_7,DEF,Death,258.85,248.96
1,188,Player_8,DEF,Kill,426.11,455.52
1,189,Player_9,DEF,Death,752.81,760.13
1,189,Player_5,ATK,Move,682.29,823.33
1,189,Player_9,DEF,Move,189.0,965.0
1,190,Player_4,ATK,Move,211.87,418.99
1,190,Player_9,DEF,Utility,489.14,464.19
1,190,Player_8,DEF,Kill,113.26,151.03
1,190,Player_8,DEF,Death,577.36,499.38
1,190,Player_2,ATK,Utility,552.63,515.23
1,191,Player_7,DEF,Utility,108.0,628.0
1,192,Player_3,ATK,Utility,333.0,721.0
1,192,Player_10,DEF,Kill,488.66,486.6
1,192,Player_9,DEF,Utility,646.47,660.29
1,193,Player_9,DEF,Utility,819.78,817.78
1,193,Player_1,ATK,Death,822.27,811.77
1,193,Player_7,DEF,Utility,137.0,966.0
1,194,Player_2,ATK,Death,824.24,795.52
1,194,Player_7,DEF,Kill,524.13,526.38
1,194,Player_4,ATK,Kill,828.73,776.88
1,194,Player_10,DEF,Utility,379.0,425.0
1,194,Player_8,DEF,Kill,553.09,538.71
1,194,Player_7,DEF,Move,236.79,284.34
1,194,Player_1,ATK,Utility,236.17,423.85
1,195,Player_8,DEF,Move,389.17,559.98
1,195,Player_10,DEF,Move,99.0,339.0
1,195,Player_2,ATK,Kill,518.31,515.18
1,195,Player_1,ATK,Kill,837.38,784.22
1,196,Player_8,DEF,Move,550.0,725.0
1,196,Player_8,DEF,Move,434.0,292.0
1,196,Player_6,DEF,Death,129.14,180.41
1,196,Player_8,DEF,Move,541.34,719.01
1,196,Player_8,DEF,Kill,490.78,473.5
1,196,Player_9,DEF,Kill,687.07,683.31
1,196,Player_2,ATK,Utility,77.0,208.0
1,197,Player_2,ATK,Death,253.7,120.55
1,197,Player_1,ATK,Utility,897.13,808.0
1,197,Player_3,ATK,Kill,366.41,468.54
1,197,Player_1,ATK,Kill,731.09,901.95
1,197,Player_7,DEF,Death,137.85,145.18
1,197,Player_5,ATK,Kill,515.08,434.96
1,198,Player_9,DEF,Death,561.02,491.64
1,198,Player_7,DEF,Move,553.18,650.88
1,198,Player_4,ATK,Death,144.71,118.84
1,198,Player_5,ATK,Death,833.16,853.2
1,198,Player_3,ATK,Death,502.56,528.52
1,199,Player_3,ATK,Kill,785.32,770.21
1,199,Player_10,DEF,Kill,519.8,471.11
1,199,Player_1,ATK,Death,193.97,217.03
1,199,Player_10,DEF,Move,626.0,915.0
1,199,Player_9,DEF,Kill,705.64,804.36
2,200,Player_9,DEF,Utility,284.0,399.0
2,200,Player_2,ATK,Kill,269.52,187.44
2,200,Player_8,DEF,Kill,206.96,110.45
2,200,Player_8,DEF,Utility,208.83,186.89
2,201,Player_10,DEF,Kill,491.51,497.84
2,201,Player_3,ATK,Utility,382.36,502.63
2,201,Player_2,ATK,Move,273.24,380.47
2,201,Player_5,ATK,Utility,38.0,489.0
2,201,Player_5,ATK,Death,199.6,153.2
2,201,Player_8,DEF,Death,779.47,845.7
2,201,Player_9,DEF,Utility,743.9,532.44
2,201,Player_7,DEF,Kill,176.43,241.81
2,202,Player_6,DEF,Death,258.33,189.52
2,202,Player_4,ATK,Move,642.82,757.29
2,202,Player_1,ATK,Utility,900.0,819.0
2,202,Player_5,ATK,Death,126.74,132.6
2,202,Player_7,DEF,Death,489.21,466.82
2,203,Player_1,ATK,Move,215.95,72.84
2,203,Player_5,ATK,Move,306.0,286.0
2,203,Player_1,ATK,Death,214.78,192.16
2,203,Player_9,DEF,Move,196.95,199.29
2,203,Player_7,DEF,Kill,489.92,455.46
2,203,Player_7,DEF,Utility,361.3,455.54
2,203,Player_2,ATK,Utility,877.0,964.0
2,204,Player_4,ATK,Utility,525.91,455.28
2,204,Player_7,DEF,Utility,289.3,156.51
2,204,Player_2,ATK,Death,576.94,543.87
2,204,Player_10,DEF,Move,564.07,480.95
2,204,Player_3,ATK,Death,584.04,544.2
2,205,Player_7,DEF,Utility,274.95,334.74
2,205,Player_8,DEF,Move,723.18,930.39
2,205,Player_8,DEF,Death,257.17,255.65
2,205,Player_7,DEF,Move,730.0,931.0
2,205,Player_10,DEF,Kill,846.72,777.7
2,205,Player_9,DEF,Move,348.0,652.0
2,205,Player_7,DEF,Death,827.37,808.89
2,205,Player_5,ATK,Kill,108.0,183.65
2,206,Player_5,ATK,Death,207.46,158.12
2,206,Player_3,ATK,Move,186.7,155.78
2,206,Player_1,ATK,Kill,135.05,234.96
2,206,Player_9,DEF,Kill,851.38,766.63
2,207,Player_6,DEF,Death,889.25,732.18
2,207,Player_5,ATK,Kill,193.16,309.33
2,207,Player_9,DEF,Death,206.87,207.26
2,207,Player_8,DEF,Kill,467.1,469.19
2,208,Player_2,ATK,Utility,819.44,771.84
2,208,Player_5,ATK,Move,33.91,176.4
2,208,Player_5,ATK,Utility,878.0,423.0
2,208,Player_7,DEF,Death,651.72,770.21
2,209,Player_2,ATK,Move,436.03,603.96
2,209,Player_8,DEF,Move,52.0,794.0
2,209,Player_5,ATK,Utility,294.1,209.41
2,210,Player_6,DEF,Death,433.58,450.3
2,210,Player_1,ATK,Utility,160.01,137.63
2,210,Player_9,DEF,Kill,723.74,785.28
2,210,Player_3,ATK,Death,506.39,596.89
2,210,Player_6,DEF,Death,237.11,173.47
2,210,Player_5,ATK,Kill,248.15,276.24
2,210,Player_6,DEF,Move,683.7,547.76
2,210,Player_4,ATK,Death,453.23,547.8
2,210,Player_1,ATK,Kill,796.57,838.49
2,211,Player_2,ATK,Move,847.18,844.11
2,211,Player_6,DEF,Utility,512.93,500.79
2,211,Player_3,ATK,Death,455.77,536.58
2,211,Player_9,DEF,Death,815.4,852.75
2,211,Player_10,DEF,Kill,154.98,135.86
2,211,Player_6,DEF,Kill,428.49,417.29
2,212,Player_7,DEF,Move,466.95,502.41
