filename, Classic, Ghost, Guardian, Knife, Missing, Phantom, Sheriff, Vandal
classic-0019_png.rf.184887f390ff58cb0846ddea9dc9ae31.jpg, 1, 0, 0, 0, 0, 0, 0, 0
guardian-0194_png.rf.1194495487757152d2738ede54d58b0d.jpg, 0, 0, 1, 0, 0, 0, 0, 0
vandal-0086_png.rf.142598ced95281e8cb9a868027e54753.jpg, 0, 0, 0, 0, 0, 0, 0, 1
vandal-0041_png.rf.194369b0fcfb865b569bcd981ac01184.jpg, 0, 0, 0, 0, 0, 0, 0, 1
knife-0032_png.rf.16726d6a3d55718fbd72328cc3990735.jpg, 0, 0, 0, 1, 0, 0, 0, 0
ghost-0004_png.rf.0e5436a6877eba966ad3b414c9954eed.jpg, 0, 1, 0, 0, 0, 0, 0, 0
sheriff-0041_png.rf.1a204da0ad7a8deaff6b58566746b388.jpg, 0, 0, 0, 0, 0, 0, 1, 0
knife-0079_png.rf.2044e05c2f5b4fe1e78f2c37ec0e363e.jpg, 0, 0, 0, 1, 0, 0, 0, 0
guardian-0193_png.rf.1d2f08effcdb1609a9939a1036aac9ab.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0070_png.rf.1b15c5a0a3d1f535d5b7bfbafc5cf6eb.jpg, 0, 0, 1, 0, 0, 0, 0, 0
vandal-0128_png.rf.17b466764abe0fd7fdb6c549bf77d9bd.jpg, 0, 0, 0, 0, 0, 0, 0, 1
guardian-0011_png.rf.19628e2ed849823e0b4b0a03f622619c.jpg, 0, 0, 1, 0, 0, 0, 0, 0
vandal-0108_png.rf.1c2930131cb97ecfbea43a4cc2de7a4e.jpg, 0, 0, 0, 0, 0, 0, 0, 1
knife-0019_png.rf.19c7ce39c447bb95f45413347243d939.jpg, 0, 0, 0, 1, 0, 0, 0, 0
vandal-0130_png.rf.11db60efd6d61a18c546d95a48958a56.jpg, 0, 0, 0, 0, 0, 0, 0, 1
guardian-0161_png.rf.1c1c537009e8f04c39d805f6f7cadd81.jpg, 0, 0, 1, 0, 0, 0, 0, 0
classic-0004_png.rf.1d7d362ea651b6bbc1202813d1a88400.jpg, 1, 0, 0, 0, 0, 0, 0, 0
phantom-0109_png.rf.1c5b69a963ebadaea62c43ae76ecdc49.jpg, 0, 0, 0, 0, 0, 1, 0, 0
phantom-0055_png.rf.1d5e2569a52de6336f8140da07a0715e.jpg, 0, 0, 0, 0, 0, 1, 0, 0
vandal-0044_png.rf.1d37a978e4b9b988ce304cf09b501f33.jpg, 0, 0, 0, 0, 0, 0, 0, 1
knife-0093_png.rf.1fc91373da34b917d5cfc1753d9bb48a.jpg, 0, 0, 0, 1, 0, 0, 0, 0
guardian-0044_png.rf.20886ff6a5f8824e066855bacabaf6da.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0146_png.rf.11b0d5615fc05b2f1ce4d1f729a66887.jpg, 0, 0, 1, 0, 0, 0, 0, 0
knife-0009_png.rf.22473b41a38368ef250271c5f6439570.jpg, 0, 0, 0, 1, 0, 0, 0, 0
vandal-0051_png.rf.20e3e231788373576854648fcbb66f78.jpg, 0, 0, 0, 0, 0, 0, 0, 1
sheriff-0061_png.rf.21ae80ecb1909aee2ca333aae2715371.jpg, 0, 0, 0, 0, 0, 0, 1, 0
sheriff-0018_png.rf.18e12d71e52c6f0a0fa04130f8230947.jpg, 0, 0, 0, 0, 0, 0, 1, 0
guardian-0106_png.rf.210d94072def8ddf5bb2d43a58a4dacf.jpg, 0, 0, 1, 0, 0, 0, 0, 0
sheriff-0031_png.rf.1e1c97c662b927b122b81b3169c0750e.jpg, 0, 0, 0, 0, 0, 0, 1, 0
phantom-0045_png.rf.22e803d6f291128e2275f128d3788ba9.jpg, 0, 0, 0, 0, 0, 1, 0, 0
guardian-0100_png.rf.2199f758a5bea61ddb72a23304846703.jpg, 0, 0, 1, 0, 0, 0, 0, 0
sheriff-0022_png.rf.23d53ecda0c0f9d43bbc426949c4d058.jpg, 0, 0, 0, 0, 0, 0, 1, 0
knife-0015_png.rf.2339285a917b6781497fe41bcf4648b6.jpg, 0, 0, 0, 1, 0, 0, 0, 0
sheriff-0044_png.rf.22319f14369bc13f668d51ee23472c3a.jpg, 0, 0, 0, 0, 0, 0, 1, 0
knife-0084_png.rf.228399435a986f38364be105da5f84ba.jpg, 0, 0, 0, 1, 0, 0, 0, 0
knife-0088_png.rf.26f43995753b8a00b60a596736990ca5.jpg, 0, 0, 0, 1, 0, 0, 0, 0
knife-0118_png.rf.29a70d63f8264b1cce600391b96de031.jpg, 0, 0, 0, 1, 0, 0, 0, 0
guardian-0135_png.rf.25ae82f277707b4c9e4e7c727c03be8b.jpg, 0, 0, 1, 0, 0, 0, 0, 0
vandal-0068_png.rf.2692b61ad94e58617b3923175dd7e884.jpg, 0, 0, 0, 0, 0, 0, 0, 1
sheriff-0026_png.rf.2ab2d30e22bbf1ff684b6cd74d1c64d5.jpg, 0, 0, 0, 0, 0, 0, 1, 0
vandal-0105_png.rf.29d07795d362a078a444938320dc7c80.jpg, 0, 0, 0, 0, 0, 0, 0, 1
guardian-0128_png.rf.23befe0b1a3e9add47df02db441797a0.jpg, 0, 0, 1, 0, 0, 0, 0, 0
ghost-0041_png.rf.29bbe49d59ecb49f69442f860e5a24d1.jpg, 0, 1, 0, 0, 0, 0, 0, 0
classic-0016_png.rf.281cf883fbb3d964cd4c35dfaaa1671d.jpg, 1, 0, 0, 0, 0, 0, 0, 0
ghost-0043_png.rf.2b394cd00ed3d9d99b26cef77161eaea.jpg, 0, 1, 0, 0, 0, 0, 0, 0
vandal-0063_png.rf.2a363a27fb5aa40a6668bcf8d2bcc024.jpg, 0, 0, 0, 0, 0, 0, 0, 1
guardian-0191_png.rf.2ad9e495cafaef2b7e0047072e5d7882.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0153_png.rf.2a05e0061ff19694b080c846f7b09251.jpg, 0, 0, 1, 0, 0, 0, 0, 0
sheriff-0082_png.rf.2b840cf36bbb1487ce1f3731a4037600.jpg, 0, 0, 0, 0, 0, 0, 1, 0
phantom-0105_png.rf.28930954a232b767778314bcf6887d21.jpg, 0, 0, 0, 0, 0, 1, 0, 0
ghost-0021_png.rf.2d082fbf8f8816a935ba8150f20b4249.jpg, 0, 1, 0, 0, 0, 0, 0, 0
phantom-0077_png.rf.2c4577dd256b14be92d342004b9e50b9.jpg, 0, 0, 0, 0, 0, 1, 0, 0
guardian-0196_png.rf.2e647cb651ab46aaf5ef11bbd7e52130.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0056_png.rf.25d77233bb5e3ba431b7440d8b1cc972.jpg, 0, 0, 1, 0, 0, 0, 0, 0
vandal-0125_png.rf.2ce5a5799105c5e34e0bbd140311053c.jpg, 0, 0, 0, 0, 0, 0, 0, 1
phantom-0107_png.rf.2d33fe2eb012a8adc8c0e9dcdb6c7e0f.jpg, 0, 0, 0, 0, 0, 1, 0, 0
phantom-0089_png.rf.30d7a5b470a7aa72e9dcf79c418cf940.jpg, 0, 0, 0, 0, 0, 1, 0, 0
knife-0124_png.rf.2ba28d82efed68104141a0ac7509fabd.jpg, 0, 0, 0, 1, 0, 0, 0, 0
sheriff-0076_png.rf.2f3bd909ef3c67e55f3f2ba2451d130c.jpg, 0, 0, 0, 0, 0, 0, 1, 0
knife-0061_png.rf.2b2a090aae61091c5fd1460a25430733.jpg, 0, 0, 0, 1, 0, 0, 0, 0
vandal-0112_png.rf.2f4c4d3a344c3b99c769e3af84f42a9d.jpg, 0, 0, 0, 0, 0, 0, 0, 1
sheriff-0071_png.rf.2d3424d8f067cda6b7b550558946a6ad.jpg, 0, 0, 0, 0, 0, 0, 1, 0
vandal-0062_png.rf.30e38ed9dfe48382b41f55b14bf400b8.jpg, 0, 0, 0, 0, 0, 0, 0, 1
sheriff-0005_png.rf.302a8789374051459b9d19f0de76f3f0.jpg, 0, 0, 0, 0, 0, 0, 1, 0
phantom-0041_png.rf.331dcbad4198043f2eda30c7d9260c81.jpg, 0, 0, 0, 0, 0, 1, 0, 0
ghost-0014_png.rf.327f5697b36e49f1f006c8de1a7fa240.jpg, 0, 1, 0, 0, 0, 0, 0, 0
ghost-0024_png.rf.31275a21013a01d829de0449338c563d.jpg, 0, 1, 0, 0, 0, 0, 0, 0
phantom-0088_png.rf.32b6eb91cc2d9ea5eded207fd306e2d2.jpg, 0, 0, 0, 0, 0, 1, 0, 0
ghost-0010_png.rf.327660eec7965c0102e801c91c3b1baf.jpg, 0, 1, 0, 0, 0, 0, 0, 0
ghost-0080_png.rf.32a7abde91f68e345065473bc229c6a8.jpg, 0, 1, 0, 0, 0, 0, 0, 0
ghost-0039_png.rf.344e382c1545f0675daa49b56e7a174a.jpg, 0, 1, 0, 0, 0, 0, 0, 0
phantom-0120_png.rf.35be3781f88d580b63bfb75749351cae.jpg, 0, 0, 0, 0, 0, 1, 0, 0
vandal-0102_png.rf.310d53ff10076e9ef2ba4f7b3d763c0d.jpg, 0, 0, 0, 0, 0, 0, 0, 1
ghost-0095_png.rf.3278f151d619e6d3d1c1f02b0a36fcdc.jpg, 0, 1, 0, 0, 0, 0, 0, 0
guardian-0075_png.rf.34acc50f31cac2ef6ff8dc37fa41da67.jpg, 0, 0, 1, 0, 0, 0, 0, 0
sheriff-0067_png.rf.3576eb8ab8d3cf47609676dc84d8b21c.jpg, 0, 0, 0, 0, 0, 0, 1, 0
phantom-0016_png.rf.349a28f6708ed6ac456102fe13606ecf.jpg, 0, 0, 0, 0, 0, 1, 0, 0
ghost-0061_png.rf.31ef4528f3ba4a0074278206cd1d67ca.jpg, 0, 1, 0, 0, 0, 0, 0, 0
guardian-0175_png.rf.38a81cda27bf91e90deaff84f27744df.jpg, 0, 0, 1, 0, 0, 0, 0, 0
phantom-0057_png.rf.366ed079ff9005af15c49b5fe13bf007.jpg, 0, 0, 0, 0, 0, 1, 0, 0
knife-0123_png.rf.362d7d8e6b2413f63dba9ba5d919fac8.jpg, 0, 0, 0, 1, 0, 0, 0, 0
ghost-0100_png.rf.36ed2d588286c3e573633bab4a15791b.jpg, 0, 1, 0, 0, 0, 0, 0, 0
sheriff-0059_png.rf.3952e8c4ae2eea3c4681b82ee0f77454.jpg, 0, 0, 0, 0, 0, 0, 1, 0
guardian-0082_png.rf.28908e08c5ee50c3b1cb13ddad517904.jpg, 0, 0, 1, 0, 0, 0, 0, 0
knife-0099_png.rf.3a7f68237ee122eb92099bb79ab627bd.jpg, 0, 0, 0, 1, 0, 0, 0, 0
knife-0117_png.rf.409758e12fa3c029221037797b2b43e8.jpg, 0, 0, 0, 1, 0, 0, 0, 0
vandal-0111_png.rf.3937e4a41a636742752f99672d2f2f3d.jpg, 0, 0, 0, 0, 0, 0, 0, 1
guardian-0004_png.rf.3a06be65615584582855fd2b962a1c6c.jpg, 0, 0, 1, 0, 0, 0, 0, 0
ghost-0077_png.rf.3aa17d3a74719bcc6ee0d18b9f5a9b3c.jpg, 0, 1, 0, 0, 0, 0, 0, 0
knife-0109_png.rf.3abc9ce1a9f634dd150f5fa479b405b1.jpg, 0, 0, 0, 1, 0, 0, 0, 0
guardian-0157_png.rf.3dcd79ca0767f1ec434d56e08a974c1f.jpg, 0, 0, 1, 0, 0, 0, 0, 0
sheriff-0028_png.rf.4111ace1f3cd1008fafdc28ff40639ae.jpg, 0, 0, 0, 0, 0, 0, 1, 0
sheriff-0033_png.rf.41713054487ec639c5c1813bdb995e73.jpg, 0, 0, 0, 0, 0, 0, 1, 0
phantom-0066_png.rf.3c89d42ccc2bb5889bfdd25822413eb4.jpg, 0, 0, 0, 0, 0, 1, 0, 0
knife-0077_png.rf.411e4ebe57147364ec993de5032baa76.jpg, 0, 0, 0, 1, 0, 0, 0, 0
phantom-0006_png.rf.3ebc169e728f7d4ec7037546ad2e269d.jpg, 0, 0, 0, 0, 0, 1, 0, 0
guardian-0066_png.rf.3b16a8f909bc9f951f338eba03febbd3.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0185_png.rf.3d508515da67035ff532c2b492e6d62e.jpg, 0, 0, 1, 0, 0, 0, 0, 0
phantom-0052_png.rf.3cb655ebdff491dfdb7ce35784a31551.jpg, 0, 0, 0, 0, 0, 1, 0, 0
phantom-0046_png.rf.3aa4f3afc7b6445caab7a45cff10a89b.jpg, 0, 0, 0, 0, 0, 1, 0, 0
vandal-0071_png.rf.3a79ab979f5813e873f52854aa133f4e.jpg, 0, 0, 0, 0, 0, 0, 0, 1
knife-0078_png.rf.45c410e1efef8c67a01e421509c268e2.jpg, 0, 0, 0, 1, 0, 0, 0, 0
knife-0039_png.rf.4237ab8cfe68e20dfeb2f158a9e22481.jpg, 0, 0, 0, 1, 0, 0, 0, 0
sheriff-0016_png.rf.448df46cf443bcdb74bf1c03bd862b27.jpg, 0, 0, 0, 0, 0, 0, 1, 0
guardian-0158_png.rf.3f5608582e21d96218a534f117813403.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0116_png.rf.449f30f87e805a04050b690709e4f8bb.jpg, 0, 0, 1, 0, 0, 0, 0, 0
sheriff-0085_png.rf.41c7be10aef42df0e261018d1d2e3741.jpg, 0, 0, 0, 0, 0, 0, 1, 0
knife-0065_png.rf.414656f109f5018dc0c9408dd3a6dc24.jpg, 0, 0, 0, 1, 0, 0, 0, 0
phantom-0037_png.rf.46be7d61ca21afa2dce8392b388e355a.jpg, 0, 0, 0, 0, 0, 1, 0, 0
vandal-0129_png.rf.4c3f0491fc651e663b03034dde9ea7eb.jpg, 0, 0, 0, 0, 0, 0, 0, 1
sheriff-0080_png.rf.3b6604eb8c2cb4a1bcb4aeac5d932a5d.jpg, 0, 0, 0, 0, 0, 0, 1, 0
sheriff-0089_png.rf.4ecd9c00b50630d6241a1d79cfa129a3.jpg, 0, 0, 0, 0, 0, 0, 1, 0
guardian-0110_png.rf.4361cdcd70a36f1fe360f0de2f6c64ed.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0036_png.rf.492b44de3c41771d7b4807db6fac237b.jpg, 0, 0, 1, 0, 0, 0, 0, 0
vandal-0008_png.rf.47e0f7cb0c377005ef511e1434138fcc.jpg, 0, 0, 0, 0, 0, 0, 0, 1
ghost-0060_png.rf.49a7b24cc9317f82ade785ca81d855ac.jpg, 0, 1, 0, 0, 0, 0, 0, 0
vandal-0089_png.rf.463b3a6a1a32defff1e4eaba59d31442.jpg, 0, 0, 0, 0, 0, 0, 0, 1
knife-0013_png.rf.4c011a714df85de8840c5691531e23bf.jpg, 0, 0, 0, 1, 0, 0, 0, 0
phantom-0019_png.rf.492e46d50fde75d2693338ef434fbe67.jpg, 0, 0, 0, 0, 0, 1, 0, 0
vandal-0046_png.rf.499e06698a59b0dc8438b3fe7b242873.jpg, 0, 0, 0, 0, 0, 0, 0, 1
phantom-0079_png.rf.4fcf85240db4f163bf487058a51fbad1.jpg, 0, 0, 0, 0, 0, 1, 0, 0
knife-0076_png.rf.52d30da0fc6e397d21458b5bbdcf34c9.jpg, 0, 0, 0, 1, 0, 0, 0, 0
knife-0125_png.rf.49f37dc7ab8cdb943927839e35e33900.jpg, 0, 0, 0, 1, 0, 0, 0, 0
phantom-0074_png.rf.4f8a06ae0eed205b7f860cdd0b726e15.jpg, 0, 0, 0, 0, 0, 1, 0, 0
guardian-0092_png.rf.4665ef04df1a586f8e70df291d475828.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0151_png.rf.4eece92c4619085bc04d3f0a3df930d0.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0170_png.rf.534ad516af8301fa0862ace29f7cc1e4.jpg, 0, 0, 1, 0, 0, 0, 0, 0
vandal-0073_png.rf.c39dd6ca4e16befa88677a6df5c41aa5.jpg, 0, 0, 0, 0, 0, 0, 0, 1
phantom-0100_png.rf.c21f8ddee8f21769bf60d5c8908be322.jpg, 0, 0, 0, 0, 0, 1, 0, 0
knife-0048_png.rf.cb98fb78553729d1fb955b72279a1411.jpg, 0, 0, 0, 1, 0, 0, 0, 0
knife-0003_png.rf.c7fb796bd3d92a5b298fb70efa20dbb5.jpg, 0, 0, 0, 1, 0, 0, 0, 0
sheriff-0077_png.rf.c6d721d87c94db14e1754796a7454d30.jpg, 0, 0, 0, 0, 0, 0, 1, 0
ghost-0098_png.rf.c7974f27590b14353db8924b6bdb1ab4.jpg, 0, 1, 0, 0, 0, 0, 0, 0
knife-0033_png.rf.c832eaf1e826ec0489255cd5d7743d81.jpg, 0, 0, 0, 1, 0, 0, 0, 0
phantom-0122_png.rf.c70ca39c26a97470c38dc608ceefc7d6.jpg, 0, 0, 0, 0, 0, 1, 0, 0
knife-0038_png.rf.caad38ecd802cfb2c9f6a471d81af3df.jpg, 0, 0, 0, 1, 0, 0, 0, 0
phantom-0072_png.rf.c9a97f4f12294b3ceeb3367a10ba8284.jpg, 0, 0, 0, 0, 0, 1, 0, 0
phantom-0081_png.rf.c23727c2ae680feda80c34a3dab8ae43.jpg, 0, 0, 0, 0, 0, 1, 0, 0
phantom-0033_png.rf.c86a5f253b3540379440e1d226756caa.jpg, 0, 0, 0, 0, 0, 1, 0, 0
guardian-0183_png.rf.c9462e4cfcd2533a086871b6b688a132.jpg, 0, 0, 1, 0, 0, 0, 0, 0
knife-0052_png.rf.cb88c8a033793f73265bead19e17a347.jpg, 0, 0, 0, 1, 0, 0, 0, 0
vandal-0126_png.rf.c9e725f6e72a20c05d8a509530547136.jpg, 0, 0, 0, 0, 0, 0, 0, 1
ghost-0054_png.rf.caf83187dbf372ed637e8efeb86f553e.jpg, 0, 1, 0, 0, 0, 0, 0, 0
sheriff-0032_png.rf.c7c3ea7af56e41fedbff827a309a47a0.jpg, 0, 0, 0, 0, 0, 0, 1, 0
vandal-0021_png.rf.ca95d76cebfc0c51452fbd7fe0b1533a.jpg, 0, 0, 0, 0, 0, 0, 0, 1
guardian-0124_png.rf.c8d3e1b497f6c152e83d484099978ae2.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0139_png.rf.cb107a372dc529ad2fbc9de5ee83843f.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0122_png.rf.c6cc6b80cac93dc52a52306cb4ed7780.jpg, 0, 0, 1, 0, 0, 0, 0, 0
knife-0031_png.rf.c44f7abd96bcd09871ec8c392f09f9fc.jpg, 0, 0, 0, 1, 0, 0, 0, 0
guardian-0093_png.rf.c62726eb460f710056f6711ef34ecd11.jpg, 0, 0, 1, 0, 0, 0, 0, 0
ghost-0081_png.rf.c652e10f9114243863dfe2514f4d3975.jpg, 0, 1, 0, 0, 0, 0, 0, 0
knife-0130_png.rf.ce7294b91452efcbe846bc4d1db78ff3.jpg, 0, 0, 0, 1, 0, 0, 0, 0
vandal-0122_png.rf.d38988e8195151f2369ac45f981a44a4.jpg, 0, 0, 0, 0, 0, 0, 0, 1
knife-0115_png.rf.cd1d9c5f1bd64defdf85a2ce3fe025ac.jpg, 0, 0, 0, 1, 0, 0, 0, 0
knife-0108_png.rf.d51eba3d387afac96b1a72af421f8233.jpg, 0, 0, 0, 1, 0, 0, 0, 0
guardian-0180_png.rf.c35e0cbc5ca262d9d7034ad8891eda3b.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0037_png.rf.cc06ed3f1ef31cae0ee572d9def76c48.jpg, 0, 0, 1, 0, 0, 0, 0, 0
vandal-0037_png.rf.cf00ca36035c50faf47fd7c264999810.jpg, 0, 0, 0, 0, 0, 0, 0, 1
sheriff-0007_png.rf.cd3cc3264af8377562234e9ccd6c59cb.jpg, 0, 0, 0, 0, 0, 0, 1, 0
sheriff-0014_png.rf.d3b673c4310a420fc3b7fb11eea30301.jpg, 0, 0, 0, 0, 0, 0, 1, 0
phantom-0071_png.rf.d92510f6915af97b4177b296ea3d1beb.jpg, 0, 0, 0, 0, 0, 1, 0, 0
vandal-0024_png.rf.d2debccf578e825314f3b41c14be8e46.jpg, 0, 0, 0, 0, 0, 0, 0, 1
guardian-0065_png.rf.d0942c66a6c52c7357bad103df78e3db.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0061_png.rf.d94153f0dc846681851e5538d954e29f.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0111_png.rf.d4bf446c23fe0ef794f5b74acdcd65ac.jpg, 0, 0, 1, 0, 0, 0, 0, 0
knife-0100_png.rf.d96fb08056502184155f2698d0acc0d2.jpg, 0, 0, 0, 1, 0, 0, 0, 0
guardian-0117_png.rf.d08c1a185fc478738e20d6ae619479a3.jpg, 0, 0, 1, 0, 0, 0, 0, 0
vandal-0082_png.rf.dad5142ed81013118182f49eaa596900.jpg, 0, 0, 0, 0, 0, 0, 0, 1
guardian-0013_png.rf.d03e36b73a5e04da3036d5be1fc26f00.jpg, 0, 0, 1, 0, 0, 0, 0, 0
vandal-0119_png.rf.d9296e110e24f7b3c3fbabfcfe838dc8.jpg, 0, 0, 0, 0, 0, 0, 0, 1
vandal-0151_png.rf.d614e7e63300b96e8b74b28e7aa1478b.jpg, 0, 0, 0, 0, 0, 0, 0, 1
sheriff-0037_png.rf.dadee47bb33f6a7a318ac30b1fcda832.jpg, 0, 0, 0, 0, 0, 0, 1, 0
vandal-0027_png.rf.cd64ecdca2e7ff1ae342f8718abe3117.jpg, 0, 0, 0, 0, 0, 0, 0, 1
guardian-0018_png.rf.db9e2c1ece4e89f16daa1e8580bc53dd.jpg, 0, 0, 1, 0, 0, 0, 0, 0
guardian-0147_png.rf.d58ed25c10aab48a3f8cff684156d87f.jpg, 0, 0, 1, 0, 0, 0, 0, 0
knife-0073_png.rf.d95c388035095e2d5cdf2501ca58a204.jpg, 0, 0, 0, 1, 0, 0, 0, 0
vandal-0116_png.rf.d32460f45c24ec4548462652cd8da2aa.jpg, 0, 0, 0, 0, 0, 0, 0, 1
sheriff-0054_png.rf.de992bb634b0571432c57f0eb2ec03c6.jpg, 0, 0, 0, 0, 0, 0, 1, 0
sheriff-0019_png.rf.e4259f0a101ebdcb7107b1dd6e666562.jpg, 0, 0, 0, 0, 0, 0, 1, 0
